행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
사랑에 관한 다섯개의 소묘,소공연장,뮤지컬,2022-07-27,2022-07-30,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,108,전석10000원,중학생이상,장애인+만65세이상+학생(초중고)+자원봉사자+국가유공자,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
한 여름밤 가곡의 대향연,대공연장,클래식,2022-08-26,2022-08-26,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,601,S석10000원+A석5000원,8세이상,,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
헬로우 미스 미스터,소공연장,연극,2022-09-21,2022-09-24,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,108,전석10000원,중학생이상,장애인+만65세이상+학생(초중고)+자원봉사자+국가유공자,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
식구를 찾아서,대공연장,뮤지컬,2022-09-29,2022-09-30,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,601,S석5000원+A석3000원,8세이상,,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
그 남자 그 여자,소공연장,연극,2022-10-12,2022-10-15,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,108,전석10000원,미정,장애인+만65세이상+학생(초중고)+자원봉사자+국가유공자,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
신데렐라,대공연장,오페라,2022-10-21,2022-10-21,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,601,미정,미정,장애인+만65세이상+학생(초중고)+자원봉사자+국가유공자,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
궁.장녹수전,대공연장,전통,2022-11-03,2022-11-04,19:30,21:30,유료,충청남도 서산시청,충청남도 서산시청,041-661-8029,충청남도 서산시청,601,미정,미정,장애인+만65세이상+학생(초중고)+자원봉사자+국가유공자,,https://www.seosan.go.kr/culture/index.do,https://www.seosan.go.kr/culture/selectBbsNttList.do?bbsNo=36&key=827,Y,충청남도 서산시 문화로 52,,36.78619098,126.448616,2022-07-27,4530000,충청남도 서산시
신춘 한국 가곡의향기 연주회,대공연장,신춘 한국 가곡의향기 연주회,2022-03-22,2022-03-22,13:00,18:00,유료,광주오페라단,광주오페라단,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
친환경농산물 안전성 관리 강화 교육,대공연장,친환경농산물 안전성 관리 강화 교육,2022-03-24,2022-04-04,08:00,18:00,무료,농업지원과장,농업지원과장,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
광양구조대 발대식,소공연장,광양구조대 발대식,2022-03-26,2022-03-26,13:00,18:00,무료,광양해양인명구조단,광양해양인명구조단,061-797-3604,,190,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
바르게살기운동 회장 이취임식,대공연장,바르게살기운동 회장 이취임식,2022-03-30,2022-03-30,08:00,18:00,유료,바르게살기운동 광양시협의회,바르게살기운동 광양시협의회,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
위험물 운반관리자 강습교육,대공연장,위험물 운반관리자 강습교육,2022-04-01,2022-04-01,08:00,18:00,유료,전남동부수협,전남동부수협,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
시립국악단 정기연주회,문화예술회관 대공연장,국악,2022-05-30,2022-05-30,19:30,21:00,무료,시립국악단,시립국악단,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
섬진강미술대전,"문화예술회관 제1,2전시실",서양화,2022-06-27,2022-07-04,09:00,17:30,무료,한국미술협회 광양,한국미술협회 광양,061-797-3604,,100,,,,코로나19 사회적 거리두기 방역수칙 준수,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.97994433,127.5875069,2022-09-15,4840000,전라남도 광양시
가을콘서트,문화예술회관 대공연장,대중가요,2022-09-24,2022-09-24,19:30,21:30,유료,전라남도 광양시청 문화예술과,전라남도 광양시청 문화예술과,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
실버합창단 정기연주회,문화예술회관 대공연장,합창,2022-09-28,2022-09-28,19:00,21:00,무료,광양시실버합창단,광양시실버합창단,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
광양여성작가회 정기전,문화예술회관 제1전시실,서양화,2022-10-23,2022-10-27,09:00,18:00,무료,광양여성작가회 전순례,광양여성작가회 전순례,061-797-3604,,100,,,,코로나19 사회적 거리두기 방역수칙 준수,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.97994433,127.5875069,2022-09-15,4840000,전라남도 광양시
광양미협 3인 초대전,문화예술회관 제1전시실,서예,2022-10-28,2022-11-05,09:00,18:00,무료,전라남도 광양시청 문화예술과,전라남도 광양시청 문화예술과,061-797-3604,,100,,,,코로나19 사회적 거리두기 방역수칙 준수,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.97994433,127.5875069,2022-09-15,4840000,전라남도 광양시
소년소녀합창단 정기연주회,문화예술회관 대공연장,합창,2022-11-12,2022-11-12,19:30,21:30,유료,전라남도 광양시청 문화예술과,전라남도 광양시청 문화예술과,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
봉강그림전시회,문화예술회관 제1전시실,서양화,2022-11-18,2022-11-24,09:00,18:00,무료,봉강초등학교,봉강초등학교,061-797-3604,,100,,,,코로나19 사회적 거리두기 방역수칙 준수,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.97994433,127.5875069,2022-09-15,4840000,전라남도 광양시
시립합창단 정기연주회,문화예술회관 대공연장,합창,2022-11-28,2022-11-28,19:30,21:30,무료,전라남도 광양시청 문화예술과,전라남도 광양시청 문화예술과,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
송년콘서트,문화예술회관 대공연장,대중가요,2022-12-13,2022-12-13,19:30,21:30,유료,전라남도 광양시청 문화예술과,전라남도 광양시청 문화예술과,061-797-3604,,490,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
어린이날 기념 뮤지컬 공연,육아종합지원센터 대강당,뮤지컬,2022-05-07,2022-05-07,14:00,15:00,무료,전라남도 광양시청 교육보육과,전라남도 광양시청 교육보육과,061-797-2317,,100,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
어린이날 기념 뮤지컬 공연,육아종합지원센터 대강당,뮤지컬,2022-05-07,2022-05-07,16:00,17:00,무료,전라남도 광양시청 교육보육과,전라남도 광양시청 교육보육과,061-797-2317,,100,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
매직 사이언스 콘서트,육아종합지원센터 대강당,마술공연,2022-05-16,2022-07-08,10:30,11:30,무료,광양시어린이보육재단,광양시어린이보육재단,061-797-2317,,100,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
매직 사이언스 콘서트,육아종합지원센터 대강당,마술공연,2022-05-16,2022-07-08,13:10,14:10,무료,광양시어린이보육재단,광양시어린이보육재단,061-797-2317,,100,,,,시설내 음식물반입 금지,https://www.gwangyang.go.kr/tour_culture/,,Y,전라남도 광양시 광양읍 향교길 9-30,전라남도 광양시 광양읍 우산리 536,34.9799445,127.5875087,2022-09-15,4840000,전라남도 광양시
광장음악회,부산광역시부산진구 성지곡로 15 부산학생교육문화회관 광장,축제,2017-08-04,2017-08-04,19:30,,무료,부산학생교육문화회관,부산학생교육문화회관,051-605-5116,x,500,0,전연령,무료,"공연시간 20분전 까지 입장, 공연 중에는 비디오, 사진 촬영 금지, 공연장 안으로 주류 및 음식물 반입 금지",https://real.becs.kr.,부산학생교육문화회관,Y,부산광역시 부산진구 성지곡로 15 부산학생교육문화회관,부산광역시 부산진구 초읍동 43-1 부산학생교육문화회관,35.183985,129.046777,2017-04-20,7150333,부산광역시교육청 부산광역시학생교육문화회관
내면,국립아시아문화전당 일대,90세에 연출한 신작 <내면>에서 그의 시선은 무대의 물성을 뚫고 보이지 않는 인간의 은밀한 어둠을 비춘다.,2015-09-18,2015-09-20,(금) 20:00 (토) 14:00 / 20:00 (일) 20:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"50,000원",12세 이상 입장가능,,,https://www.acc.go.kr/board/schedule/performance/174,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
이상적인 남편,국립아시아문화전당 일대,"러시아의 문제아 콘스탄틴 보고몰로프가 만들어내는 러시아 연극의 현주소는 풍부한 감성과 견고한 연출력, 그리고 그 재료가 되는 러시아의 용광로 같은 현 세태로 짜인다.",2015-09-18,2015-09-19,20:00~24:15,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"R 50,000원 S 30,000원",19세 이상 입장가능,,,https://www.acc.go.kr/board/schedule/performance/171,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
관람자들을 바라보기,국립아시아문화전당 일대,"‘비디오 퍼포먼스’ <관람자들을 바라보기>는 세 개의 스크린을 통해 시선과 무대, 역사와 재현의 궤적을 보다 복잡한 장치로 재편성한다. 공연이 벌어지고 있는 무대를 바라보는 관람객들이 카메라의 시선에 포착된다.",2015-09-18,2015-09-20,16:00~17:20,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"8,000원",12세 이상 입장가능,,,https://www.acc.go.kr/board/schedule/performance/173,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
캬바레 십자군,국립아시아문화전당 일대,"2010년, 이집트의 비디오 아티스트인 와엘 샤키는 십자군 원정의 연대기를 아랍의 관점에서 기록하는 야심 찬 프로젝트를 시작했다.",2015-09-18,2015-09-20,22:00~24:00,,유료,아시아문화원,국립아시아문화전당,1899-5566,,,"8,000원",12세 이상 입장가능,,,https://www.acc.go.kr/board/schedule/performance/167,홈페이지,Y,광주광역시 동구 광산동 문화전당로 38,광주광역시 동구 광산동 13,35.1467193,126.9202542,2019-09-10,B553558,아시아문화원
